stock_code,corp_name,event_type,report_nm,news_count,news_sentiment_score,hype_keyword_count,rumor_keyword_count,retail_keyword_count,positive_catalyst_keyword_count,risk_noise_keyword_count,social_attention_score,rumor_noise_score,risk_noise_score,attention_label,rumor_label,risk_label,source_text_sample
009730,이렘,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-2.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"이렘 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | “마줄스, 어떻게 이렇게 부족한 사람이 대표팀 감독이 됐나?” 현직 지... | [FIBA] ""사우디에만 강하면 끝?"" 방심은 금물…이현중 돌아온 한국 농구..."
005710,대원산업,lawsuit,소송등의판결ㆍ결정              ,5.0,1.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"대원산업 소송등의판결ㆍ결정               lawsuit 8월 28일 주식시장 주요공시 | 미리 보는 오늘 | ""대포같은 폭발에 불기둥""…50ｍ 밖까지 위력 전해진 천안 화재"
248070,솔루엠,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,7.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"솔루엠 최대주주등소유주식변동신고서               major_shareholder_change 솔루엠, GDK화장품 실적 성장 기반 K뷰티 사업 확대… 해외 유통망 구축 | 8월 28일 주식시장 주요공시 | 글로벌 IT 경기 회복 모멘텀… 전자장비주 뭉칫돈 몰렸다"
181710,NHN,investment_decision,투자판단관련주요경영사항              ,5.0,10.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"NHN 투자판단관련주요경영사항               investment_decision SGA솔루션즈, AI 공격 고도화에 통합보안으로 대응…시장 공략 확대 | SGA솔루션즈, 통합보안 체계 기반 시장 대응 강화 | 한화투자證 “NHN, 기술 사업 가치 재평가… 목표가 8만7000원으로↑”"
006490,프리티,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),5.0,-4.0,1,1,0,0,2,6.5,4,6,medium_attention,medium_rumor_noise,risk_noise_detected,"프리티 [기재정정]주요사항보고서(전환사채권발행결정) convertible_bond 탈모치료주 엇갈린 흐름…JW신약 급등, 올릭스는 하락 | 8월 28일 주식시장 주요공시 | 실종자 가족들 ""생존 가능성 꺼져간다"" 눈물…""살았으면 어떻게든 연락..."
006490,프리티,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),5.0,-4.0,1,1,0,0,2,6.5,4,6,medium_attention,medium_rumor_noise,risk_noise_detected,"프리티 [기재정정]주요사항보고서(전환사채권발행결정) convertible_bond 탈모치료주 엇갈린 흐름…JW신약 급등, 올릭스는 하락 | 8월 28일 주식시장 주요공시 | 실종자 가족들 ""생존 가능성 꺼져간다"" 눈물…""살았으면 어떻게든 연락..."
226340,본느,convertible_bond,증권발행결과(자율공시)              (제6회차 CB),5.0,8.0,1,0,0,0,2,6.5,0,6,medium_attention,no_rumor_signal,risk_noise_detected,"본느 증권발행결과(자율공시)              (제6회차 CB) convertible_bond [박정식의 국내 주식시황] 워시 매파 발언에 반도체 차익매물…코스피... | 아로마티카·디와이디 주가 급등… K-뷰티 수출 호조에 폭풍 매수 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투..."
226340,본느,convertible_bond,증권발행결과(자율공시)              (제6회차 CB),5.0,8.0,1,0,0,0,2,6.5,0,6,medium_attention,no_rumor_signal,risk_noise_detected,"본느 증권발행결과(자율공시)              (제6회차 CB) convertible_bond [박정식의 국내 주식시황] 워시 매파 발언에 반도체 차익매물…코스피... | 아로마티카·디와이디 주가 급등… K-뷰티 수출 호조에 폭풍 매수 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투..."
226340,본느,convertible_bond,증권발행결과(자율공시)              (제5회차 CB),5.0,8.0,1,0,0,0,2,6.5,0,6,medium_attention,no_rumor_signal,risk_noise_detected,"본느 증권발행결과(자율공시)              (제5회차 CB) convertible_bond [박정식의 국내 주식시황] 워시 매파 발언에 반도체 차익매물…코스피... | 아로마티카·디와이디 주가 급등… K-뷰티 수출 호조에 폭풍 매수 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투..."
226340,본느,convertible_bond,증권발행결과(자율공시)              (제5회차 CB),5.0,8.0,1,0,0,0,2,6.5,0,6,medium_attention,no_rumor_signal,risk_noise_detected,"본느 증권발행결과(자율공시)              (제5회차 CB) convertible_bond [박정식의 국내 주식시황] 워시 매파 발언에 반도체 차익매물…코스피... | 아로마티카·디와이디 주가 급등… K-뷰티 수출 호조에 폭풍 매수 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투..."
154040,다산솔루에타,spin_off,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",5.0,2.0,2,0,0,1,1,11.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"다산솔루에타 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소) spin_off 전자제품주, 실적 개선 기대감에… LG전자·아고스 상승랠리 | 커버글라스 경쟁력 재부각 육일씨엔에쓰, 실적 턴어라운드 시동 | 엑사이엔씨, 고부가가치 첨단 소재 공급 본격화에.... 어닝 서프라이즈..."
058730,다스코,supply_contract,[기재정정]단일판매ㆍ공급계약체결(자율공시)              ,5.0,5.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,다스코 [기재정정]단일판매ㆍ공급계약체결(자율공시)               supply_contract 8월 28일 주식시장 주요공시 | 페로타임즈 손바닥뉴스 8월27일(목) | 8월 26일 주식시장 주요공시
045390,대아티아이,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,7.0,0,0,0,3,0,9.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,대아티아이 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | 8월 27일 주식시장 주요공시 | 대규모 철도·수도권 지하화 수주 기대… 엔지니어링·건자재주 신바람
136150,원일티엔아이,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,3.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"원일티엔아이 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | 에이프로젠, 원전 특수 소재 경쟁력에 바이오 플랫폼 시너지 부각 | 원전 핵심 심장부 잡았다""… 우진, 독보적 계측·제염 기술력 눈길"
114190,강원에너지,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,9.0,0,1,0,3,0,9.5,4,0,medium_attention,medium_rumor_noise,no_risk_noise,"강원에너지 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | 민선9기 미래산업 발맞춘 도의회… 관련 조례 '봇물' | 경영권 매각 에넥스, 인수자 측 자금 모집 난항… 관리종목 지정 가능성..."
214330,금호에이치티,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,-1.0,1,0,0,0,0,6.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"금호에이치티 최대주주등소유주식변동신고서               major_shareholder_change [EBN 데이터센터] 코스피, 외국인·기관 '사자'에 6900선 회복 | [EBN 데이터센터] 코스피, 엔비디아發 훈풍에 7000선 근접 | [마감시황]코스피, 기관 매수에 6808.21 마감…반도체 강세 속 이틀 연속..."
253590,네오셈,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,8.0,1,0,0,2,0,10.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"네오셈 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | HBM4 넘어 첨단 패키징까지…반도체 장비주 상승세 확산 | 차세대 반도체 영토 확장… 티엘비, CXL 모멘텀 타고 매수세 폭발"
253590,네오셈,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,8.0,1,0,0,2,0,10.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"네오셈 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | HBM4 넘어 첨단 패키징까지…반도체 장비주 상승세 확산 | 차세대 반도체 영토 확장… 티엘비, CXL 모멘텀 타고 매수세 폭발"
024850,HLB이노베이션,paid_in_capital_increase,주요사항보고서(유상증자결정),5.0,-4.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"HLB이노베이션 주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | 코스피·코스닥, 전 거래일(28일) 주요공시 | [코스피·코스닥, 삼성바이오로직스 한화엔진 대우건설 메리츠금융지주..."
340360,다보링크,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),5.0,-1.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,다보링크 [기재정정]주요사항보고서(전환사채권발행결정) convertible_bond 8월 28일 주식시장 주요공시 | 또 '동전주의 덫' 걸린 다보링크…80억 유증·손바뀜도 '흔들' | 6G·글로벌 수주 기대... 통신장비주에 무슨 이슈 있나
095570,AJ네트웍스,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,4.0,0,0,0,0,0,3.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"AJ네트웍스 최대주주등소유주식변동신고서               major_shareholder_change 고수익률 제시도 안 통해…BBB급 발행 기업 절반이 미매각 | [공매도 브리핑] 8월25일 삼성전자 3,794억6,400만원…한국항공우주 53.2... | [공매도 브리핑] 8월24일 삼성전자 1조원대…AJ네트웍스 50.47%"
161890,한국콜마,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,5.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"한국콜마 최대주주등소유주식변동신고서               major_shareholder_change 화장품·항공·면세점… 'K-관광' 수혜주는? [오인경의 그·말·이] | 다올證 ""한국콜마, 화장품 ODM 중 수익성 개선 가장 뚜렷…목표주가 11.... | 식약처, 내달 화장품의 날 행사…""K뷰티 성과 알린다"""
267320,나인테크,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,4.0,1,0,0,2,1,10.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,나인테크 [기재정정]단일판매ㆍ공급계약체결               supply_contract [특징주] 美 호재에 2차전지주 급등⋯엘앤에프ㆍSK이노베이션 6%↑ | 차익 실현 물량에 하락 종목 출회… 선별적 접근 필요한 전기제품 업종 | 8월 28일 주식시장 주요공시
222420,쎄노텍,convertible_bond,전환사채(해외전환사채포함)발행후만기전사채취득              ,5.0,3.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"쎄노텍 전환사채(해외전환사채포함)발행후만기전사채취득               convertible_bond 8월 28일 주식시장 주요공시 | [상폐의 두 얼굴①] “좀비기업만 아니다”…상폐 경고장 받은 10곳 중 ... | 2차전지 신성장동력 장착… 코이즈, 첨가제 소재 공급 모멘텀에 신바람"
389680,유디엠텍,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,0.0,0,0,0,2,1,7.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"유디엠텍 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | 기업용 AI 도입 가속화…에스피소프트·쿠콘 등 IT주 폭풍 매수 | [공시] 인바이츠바이오코아 '거래정지', 금호전기·셀레믹스·디엠텍 '투..."
338220,뷰노,paid_in_capital_increase,주요사항보고서(유상증자결정),5.0,0.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"뷰노 주요사항보고서(유상증자결정) paid_in_capital_increase [특징주] 뷰노, 314억 주주배정 유상증자 결정에 23% 급락 | '주식수 45%↑'…뷰노, 대규모 유증 결정에 20%대 '급락' | 8월 28일 주식시장 주요공시"
208860,다산디엠씨,spin_off,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",5.0,1.0,1,0,0,1,1,8.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"다산디엠씨 주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소) spin_off [공시]다산디엠씨 최대주주 지분 대폭 확대…거래정지 | 거래소 ""다산디엠씨 주권매매거래 정지"" | AI 스마트폰 보급 확산 및 콘텐츠 소비 증가…모바일콘텐츠 테마 뭉칫돈..."
006490,프리티,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-4.0,1,1,0,0,2,6.5,4,6,medium_attention,medium_rumor_noise,risk_noise_detected,"프리티 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 탈모치료주 엇갈린 흐름…JW신약 급등, 올릭스는 하락 | 8월 28일 주식시장 주요공시 | 실종자 가족들 ""생존 가능성 꺼져간다"" 눈물…""살았으면 어떻게든 연락..."
006490,프리티,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-4.0,1,1,0,0,2,6.5,4,6,medium_attention,medium_rumor_noise,risk_noise_detected,"프리티 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 탈모치료주 엇갈린 흐름…JW신약 급등, 올릭스는 하락 | 8월 28일 주식시장 주요공시 | 실종자 가족들 ""생존 가능성 꺼져간다"" 눈물…""살았으면 어떻게든 연락..."
317400,자이에스앤디,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,9.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"자이에스앤디 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | [N2 모닝 경제 브리핑-8월 31일] 美 증시, 워시 ‘매파 발언’에 투심 위... | 삼전닉스 덕분에 18조 번다고?…뒤에서 방긋 웃는 이 종목 [주末머니]"
317400,자이에스앤디,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,9.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"자이에스앤디 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | [N2 모닝 경제 브리핑-8월 31일] 美 증시, 워시 ‘매파 발언’에 투심 위... | 삼전닉스 덕분에 18조 번다고?…뒤에서 방긋 웃는 이 종목 [주末머니]"
066980,한성크린텍,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,1.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,한성크린텍 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | '국민학교떡볶이' 러시아 2000여개 매장 진출…초도 45만개 직수출 | 8월 27일 주식시장 주요공시
017040,광명전기,major_shareholder_change,[기재정정]투자판단관련주요경영사항              (최대주주 변경을 수반하는 주식양수도계약 체결),5.0,1.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"광명전기 [기재정정]투자판단관련주요경영사항              (최대주주 변경을 수반하는 주식양수도계약 체결) major_shareholder_change [이넷뉴스 브랜드평판] HD현대일렉트릭, 전기장비 상장기업 8월 1위···... | 8월 24일 주식시장 주요공시 | [데이터 뉴스룸] 에너지業 50곳 부채비율 200% 넘어…가스공사·한전 400..."
032300,한국파마,convertible_bond,전환사채(해외전환사채포함)발행후만기전사채취득              ,5.0,4.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"한국파마 전환사채(해외전환사채포함)발행후만기전사채취득               convertible_bond 8월 28일 주식시장 주요공시 | [더벨][K-바이오텍 열전] 와이브레인, 장비 판매서 재택 처방으로…수익... | 한국파마, 1000억대 진입 예고…주력 CNS 제품은 부진"
089140,넥스턴앤롤코리아,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,4.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"넥스턴앤롤코리아 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | 로아앤코 계열사, 차헬스케어 투자금 회수…354억원 확보 예정 | 로아앤코그룹, 차헬스케어 투자금 320억 회수…34억 수익 실현"
030000,제일기획,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,-1.0,0,0,0,0,0,3.5,0,0,low_attention,no_rumor_signal,no_risk_noise,제일기획 최대주주등소유주식변동신고서               major_shareholder_change 7760주 늘어난 성창기업지주 최대주주 측 지분 | 1만1320주 줄어든 제일기획 최대주주 측 지분 | '칸라이언즈서울 2026' 내달 개최…글로벌 브랜드 집결
178780,일월지엠엘,paid_in_capital_increase,주요사항보고서(유상증자결정),5.0,0.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"일월지엠엘 주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | 코스피·코스닥, 전 거래일(28일) 주요공시 | [코스피·코스닥, 삼성바이오로직스 한화엔진 대우건설 메리츠금융지주..."
028100,동아지질,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,1.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"동아지질 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | [공시] 31일, 코스피 상장사 46개 종목 자사주 매수 신청 | [공시] 28일, 코스피 상장사 50개 종목 자사주 매수 신청"
088390,이녹스,supply_contract,[기재정정]단일판매ㆍ공급계약체결(자회사의 주요경영사항)              ,5.0,4.0,0,0,0,3,0,9.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"이녹스 [기재정정]단일판매ㆍ공급계약체결(자회사의 주요경영사항)               supply_contract 8월 28일 주식시장 주요공시 | OLEDoS·IT용 OLED 판 커졌다… 넥사다이내믹스, 공정 부품 특수 | 폴더블 시장 개화 최대 수혜… 파인엠텍, 내장 힌지 수주 모멘텀"
123750,알톤,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,4.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"알톤 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | 용혜인을 성평등가족부 장관으로, “왼쪽 품고 가야 한다”는 이재명의... | ""수천년 산을 붙들던 '접착제' 녹아… 원인 제공은 인간"" 美 전문가가 본..."
900120,씨엑스아이,paid_in_capital_increase,증권발행결과(자율공시)              (제3자배정 유상증자),5.0,1.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"씨엑스아이 증권발행결과(자율공시)              (제3자배정 유상증자) paid_in_capital_increase [NZSI INDEX] 2026년 8월 24일 2007년 이후 중국기업 24곳 상장시켜 14곳 ... | 중국 소비심리 개선 조짐… 오가닉티코스메틱, 현지 사업 모멘텀 재가동 | 씨엑스아이, 주식병합에 따른 주권매매거래정지 결정"
175250,아이큐어,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-2.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"아이큐어 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | 아이큐어, 250억 유증 납입 완료…신신제약도 주주 합류 | [HIT알공] 삼성바이오 3조 유상증자…중외, 보팡글루타이드 당뇨 3상"
175250,아이큐어,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-2.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"아이큐어 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | 아이큐어, 250억 유증 납입 완료…신신제약도 주주 합류 | [HIT알공] 삼성바이오 3조 유상증자…중외, 보팡글루타이드 당뇨 3상"
175250,아이큐어,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-2.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"아이큐어 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | 아이큐어, 250억 유증 납입 완료…신신제약도 주주 합류 | [HIT알공] 삼성바이오 3조 유상증자…중외, 보팡글루타이드 당뇨 3상"
025560,미래산업,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,6.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"미래산업 [기재정정]단일판매ㆍ공급계약체결               supply_contract 홍지선 국토장관 후보자 “수도권 주택 공급 속도전… 서울시와 협의할... | 대구광역시, 대구정책연구원 신임 원장에 문홍성 박사...9월 1일 임기 시... | 한일 상의 “양국 지역 강점 이어 더 큰 시장 만들어야”"
082740,한화엔진,supply_contract,단일판매ㆍ공급계약체결              ,5.0,8.0,0,0,0,3,0,9.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"한화엔진 단일판매ㆍ공급계약체결               supply_contract [개장 전 주요 공시] HD현대중공업·코오롱·한화엔진·JW중외제약 등 | 한화엔진, 반년 만에 작년 연간 수주 96.8% 채웠다 | [CEO파일] ""내수 다지고 수출 길 넓힌다"" 황기영 KGM 대표의 10조원 승부"
107640,한중엔시에스,merger,기타경영사항(자율공시)              (소규모합병 승인 이사회 결의(주주총회 갈음) 결과 보고),5.0,5.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"한중엔시에스 기타경영사항(자율공시)              (소규모합병 승인 이사회 결의(주주총회 갈음) 결과 보고) merger 8월 28일 주식시장 주요공시 | 반대 0.7%, 한중엔시에스 합병 이사회 승인 | 기업 공시 [8월 28일]"
030530,원익홀딩스,paid_in_capital_increase,유상증자결정(종속회사의주요경영사항)              ,5.0,2.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"원익홀딩스 유상증자결정(종속회사의주요경영사항)               paid_in_capital_increase 차익 실현 물량에 하락 종목 출회… 선별적 접근 필요한 전기제품 업종 | 8월 28일 주식시장 주요공시 | 레인보우로보틱스, 로봇 상장기업 브랜드평판 8월 빅데이터 1위...두산·..."
030530,원익홀딩스,paid_in_capital_increase,유상증자결정(종속회사의주요경영사항)              ,5.0,2.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"원익홀딩스 유상증자결정(종속회사의주요경영사항)               paid_in_capital_increase 차익 실현 물량에 하락 종목 출회… 선별적 접근 필요한 전기제품 업종 | 8월 28일 주식시장 주요공시 | 레인보우로보틱스, 로봇 상장기업 브랜드평판 8월 빅데이터 1위...두산·..."
900110,딥커머스,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,6.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"딥커머스 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | KB證 둔촌역PB센터, 2026년 하반기 투자설명회 개최 外 | 역직구 1년 만에 매출 2배…슈엘로, 지상파 방송 뉴스서 K-뷰티 성장기업..."
123010,MSDI,convertible_bond,[기재정정]주요사항보고서(전환사채권발행결정),5.0,-3.0,1,0,0,1,1,8.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"MSDI [기재정정]주요사항보고서(전환사채권발행결정) convertible_bond 8월 28일 주식시장 주요공시 | 핸드셋 부품주 반등 시도…실적 모멘텀 보유 종목군으로 온기 확산 | [특징주] 양자주, NASA의 2000만 달러 양자 센서 계약 소식에 강세"
065710,서호전기,supply_contract,단일판매ㆍ공급계약체결              ,5.0,10.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"서호전기 단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | [N2 모닝 경제 브리핑-8월 31일] 美 증시, 워시 ‘매파 발언’에 투심 위... | [골든크로스 종목] 에스피소프트 비투엔 신풍제약우 헥토파이낸셜 유니..."
290670,대보마그네틱,lawsuit,소송등의판결ㆍ결정(자율공시:일정금액미만의청구)              ,5.0,5.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,대보마그네틱 소송등의판결ㆍ결정(자율공시:일정금액미만의청구)               lawsuit 8월 28일 주식시장 주요공시 | 글로벌 IT 경기 회복 모멘텀… 전자장비주 뭉칫돈 몰렸다 | 배터리 새 먹거리 열린다… ESS·BBU 기대에 2차전지주 '휘파람'
000640,동아쏘시오홀딩스,supply_contract,단일판매ㆍ공급계약체결(자회사의 주요경영사항)              ,5.0,6.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"동아쏘시오홀딩스 단일판매ㆍ공급계약체결(자회사의 주요경영사항)               supply_contract [개장 전 주요 공시] HD현대중공업·코오롱·한화엔진·JW중외제약 등 | 8월 28일 주식시장 주요공시 | [아주증시포커스] 단일종목 레버리지 거래 급감에도 정부, '긴급조치권..."
002780,진흥기업,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,3.0,0,1,0,2,0,7.5,4,0,medium_attention,medium_rumor_noise,no_risk_noise,"진흥기업 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | K게임, 쾰른서 가능성 확인... 인디부터 대형 신작까지 '눈도장' | '해링턴플레이스 오룡역', 대치동 전문가 초청 대입 전략 설명회 개최"
047040,대우건설,supply_contract,단일판매ㆍ공급계약체결              ,5.0,0.0,0,0,1,2,0,9.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"대우건설 단일판매ㆍ공급계약체결               supply_contract 대우건설, AI·로봇부터 향기까지…푸르지오 커뮤니티 혁신 나선다 | 대우건설, AI·로봇에 오감 마케팅까지…푸르지오 주거 서비스 경쟁력↑ | 대우건설, AI·로봇에 오감 마케팅까지…푸르지오 커뮤니티 혁신 나선다"
247660,나노씨엠에스,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-3.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"나노씨엠에스 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase 8월 28일 주식시장 주요공시 | 해킹·랜섬웨어 다 막는다… 지니언스, 독보적 기술력으로 시장 압도 | 8월 27일 주식시장 주요공시"
003920,남양유업,lawsuit,소송등의판결ㆍ결정(일정금액이상의청구)              ,5.0,0.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"남양유업 소송등의판결ㆍ결정(일정금액이상의청구)               lawsuit 식품업계, 양·메뉴 줄이고 가격도 인하…'불황형 가성비' 확산 | 식품업계, 양·메뉴 줄이고 가격도 인하…'불황형 가성비' 확산 | 8월 28일 주식시장 주요공시"
002360,SH에너지화학,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,-1.0,0,0,0,0,0,3.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"SH에너지화학 최대주주등소유주식변동신고서               major_shareholder_change 원자재 가격 안정화 호재…화학 업종 전반 매수 온기 확산 | 거래소, '증자 권리락' 반영 시총 산정 보정···저시총株 부담 덜까 | SH에너지화학, 임원 서미혜 씨 자사주 1908주 장내매수… 지분율 31.54%로..."
317400,자이에스앤디,supply_contract,단일판매ㆍ공급계약체결              ,5.0,9.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"자이에스앤디 단일판매ㆍ공급계약체결               supply_contract 8월 28일 주식시장 주요공시 | [N2 모닝 경제 브리핑-8월 31일] 美 증시, 워시 ‘매파 발언’에 투심 위... | 삼전닉스 덕분에 18조 번다고?…뒤에서 방긋 웃는 이 종목 [주末머니]"
